tip	country	date	distance	residual
hDenV1_Togo_GL-BMFA-528-CERI-K063702_2024_EPI_ISL_19745017_2024-08-02	Togo	2024.5846994535518	0.010222614771707434	-7.988684292777378E-4
hDenV1_Togo_GL-BMFA-534-CERI-K063703_2024_EPI_ISL_19745018_2024-08-02	Togo	2024.5846994535518	0.010504354371707434	-5.171288292777371E-4
hDenV1_Togo_GL-BMFA-539-CERI-K063705_2024_EPI_ISL_19745019_2024-08-06	Togo	2024.5956284153006	0.010144997671707434	-8.871358989741233E-4
hDenV1_Togo_PG-091-2025-C066994_2024	Togo	2024.5	0.010204008071707434	-7.349347641316378E-4
hDenV1_Togo_PG-088-2025-C066993_2024-07-19	Togo	2024.5464480874316	0.010298973271707434	-6.852336353408324E-4
hDenV1_Togo_KAR-20K-CERI-K063712_2024_EPI_ISL_19745024_2024-07-23	Togo	2024.5573770491803	0.009470610271707435	-0.0015242470050372166
hDenV1_Togo_PG-011-2025-C066974_2024-07-19	Togo	2024.5464480874316	0.011088895371707435	1.0468846465916913E-4
hDenV1_Togo_PG-017-2025-C066977_2024-07-19	Togo	2024.5464480874316	0.010227957071707434	-7.562498353408317E-4
hDenV1_Togo_KAR-44K-CERI-K063719_2024_EPI_ISL_19745029_2024-07-30	Togo	2024.5765027322404	0.009676068271707434	-0.0013374271520056706
hDenV1_Togo_KAR-51K-CERI-K063725_2024_EPI_ISL_19745034_2024-07-31	Togo	2024.5792349726776	0.009872266871707435	-0.001143891144429766
hDenV1_Togo_KAR-80K-CERI-K063729_2024_EPI_ISL_19745038_2024-08-07	Togo	2024.5983606557377	0.009473102471707434	-0.0015616936913982193
hDenV1_Togo_PG-080-2025-C066992_2024-07-25	Togo	2024.5628415300546	0.010090572571707434	-9.096098898851886E-4
hDenV1_Togo_KAR-118K-CERI-K063734_2024_EPI_ISL_19745042_2024-09-06	Togo	2024.6803278688524	0.009843638471707435	-0.0012710354641204437
hDenV1_Togo_KAR-47K-CERI-K063722_2024_EPI_ISL_19745031_2024-07-27	Togo	2024.568306010929	0.011695472771707434	6.899651252663969E-4
hDenV1_Togo_KAR-48K-CERI-K063723_2024_EPI_ISL_19745032_2024-07-27	Togo	2024.568306010929	0.009672807271707435	-0.0013327003747336027
hDenV1_Togo_PG-030-2025-C066980_2024-07-22	Togo	2024.5546448087432	0.009839787271707435	-0.0011524074126131201
hDenV1_Togo_PG-039-2025-C066983_2024-07-22	Togo	2024.5546448087432	0.009442985471707434	-0.0015492092126131209
hDenV1_Togo_GL-BMFA-226-CERI-K063636_2024_EPI_ISL_19744995_2024-06-14	Togo	2024.450819672131	0.009730679171707434	-0.001160337000498347
hDenV1_Togo_KAR-BMFA-559-CERI-K063709_2024_EPI_ISL_19745023_2024-07-24	Togo	2024.5601092896175	0.008776536371707434	-0.0022209834974613145
hDenV1_Togo_GL-BMFA-363-CERI-K063679_2024_EPI_ISL_19745006_2024-07-21	Togo	2024.551912568306	0.010525533071707435	-4.639990201890237E-4
hDenV1_Togo_KAR-30K-CERI-K063717_2024_EPI_ISL_19745028_2024-07-27	Togo	2024.568306010929	0.008577901971707436	-0.0024276056747336017
hDenV1_Togo_GL-BMFA-321-CERI-K063666_2024_EPI_ISL_19745004_2024-07-04	Togo	2024.5054644808743	0.010023175671707435	-9.210923489798295E-4
hDenV1_Togo_GL-14570-CERI-K063753_2024_EPI_ISL_19745048_2024-08-06	Togo	2024.5956284153006	0.009994096971707434	-0.001038036598974123
hDenV1_Togo_PG-052-2025-C066987_2024-07-23	Togo	2024.5573770491803	0.008975951271707434	-0.002018906005037218
hDenV1_Togo_GL-12057-CERI-K063744_2024_EPI_ISL_19745046_2024-07-11	Togo	2024.5245901639344	0.010521990171707435	-4.4091599594828224E-4
hDenV1_Togo_GL-12180-CERI-K063745_2024_EPI_ISL_19745047_2024-07-11	Togo	2024.5245901639344	0.010444937171707434	-5.179689959482828E-4
hDenV1_Togo_GL-BMFA-269-CERI-K063645_2024_EPI_ISL_19744998_2024-06-25	Togo	2024.48087431694	0.011138378571707434	2.18073882836815E-4
hDenV1_Togo_GL-BMFA-198-CERI-K063772_2024_EPI_ISL_19745052_1905-07-16	Togo	2024.5	0.011694959971707435	7.560171358683629E-4
hDenV1_Togo_GL-BMFA-130-CERI-K063760_2024_EPI_ISL_19745049_2024-06-13	Togo	2024.448087431694	0.010720143971707435	-1.682096080742497E-4
hDenV1_Togo_GL-BMFA-74-CERI-K063632_2024_EPI_ISL_19744993_2024-06-01	Togo	2024.4153005464482	0.013557868471707432	0.0027014660010144607
hDenV1_Togo_PLA-BMFA-399-CERI-K063687_2024_EPI_ISL_19745011_2024-07-25	Togo	2024.5628415300546	0.009703933871707435	-0.0012962485898851874
hDenV1_Cote_dIvoire_SH121224-C067255_2024-06-10	Cote d'Ivoire	2024.4398907103825	0.012342671871707433	0.001462306069197816
hDenV1_Cote_dIvoire_SH124324-C067259_2024-06-10	Cote d'Ivoire	2024.4398907103825	0.010810136871707433	-7.02289308021839E-5
hDenV1_Cote_dIvoire_SH122824-C067257_2024-06-07	Cote d'Ivoire	2024.431693989071	0.014222058571707432	0.0033496805464701043
hDenV1_Cote_dIvoire_SH140424-C067272_2024-06-12	Cote d'Ivoire	2024.4453551912568	0.010478951871707434	-4.067391156501541E-4
hDenV1_Cote_dIvoire_SH147724-C067274_2024-06-10	Cote d'Ivoire	2024.4398907103825	0.010876115071707434	-4.250730802183439E-6
hDenV1_Cote_dIvoire_SH161624-C067279_2024-06-18	Cote d'Ivoire	2024.4617486338798	0.010984557271707433	8.289072980526696E-5
hDenV1_Cote_dIvoire_SH138524-C067268_2024-06-09	Cote d'Ivoire	2024.4371584699454	0.011124722771707434	2.4701956162191327E-4
hDenV1_Cote_dIvoire_SH135224-C067264_2024-06-13	Cote d'Ivoire	2024.448087431694	0.011272159871707434	3.838062919257496E-4
hDenV1_Cote_dIvoire_SH352324-C067294_2024-06-28	Cote d'Ivoire	2024.4890710382513	0.010963341971707433	3.5049505564746855E-5
hDenV1_Cote_dIvoire_SH266124-C067280_2024-06-30	Cote d'Ivoire	2024.4945355191257	0.011127195771707434	1.9357812071633257E-4
hDenV1_Cote_dIvoire_SH122024-C067256_2024-06-10	Cote d'Ivoire	2024.4398907103825	0.012470065771707433	0.0015896999691978157
hDenV1_Cote_dIvoire_SH350124-C067293_2024-07-08	Cote d'Ivoire	2024.516393442623	0.011759110171707434	8.041917813237844E-4
hDenV1_Cote_dIvoire_SH302224-C067285_2024-07-02	Cote d'Ivoire	2024.5	0.012326530471707434	0.0013875876358683623
hDenV1_Cote_dIvoire_SH154124-C067275_2024-06-12	Cote d'Ivoire	2024.4453551912568	0.011306196071707434	4.205050843498464E-4
hDenV1_Cote_dIvoire_SH333224-C067289_2024-07-05	Cote d'Ivoire	2024.5081967213114	0.010860207671707435	-8.672294140370414E-5
hDenV1_Cote_dIvoire_SH267524-C067281_2024-07-01	Cote d'Ivoire	2024.4972677595629	0.011485367771707434	5.490875282924586E-4
hDenV1_Cote_dIvoire_SH342424-C067291_2024-07-09	Cote d'Ivoire	2024.51912568306	0.012680644971707436	0.001723063988899912
hDenV1_Cote_dIvoire_SH138724-C067269_2024-06-12	Cote d'Ivoire	2024.4453551912568	0.011153433571707434	2.677425843498459E-4
hDenV1_Cote_dIvoire_SH267824-C067282_2024-07-02	Cote d'Ivoire	2024.5	0.011355197771707433	4.1625493586836156E-4
hDenV1_Cote_dIvoire_SH138924-C067270_2024-06-13	Cote d'Ivoire	2024.448087431694	0.010765944071707433	-1.2240950807425148E-4
hDenV1_Cote_dIvoire_SH159524-C067278_2024-06-18	Cote d'Ivoire	2024.4617486338798	0.010829950671707434	-7.171587019473222E-5
hDenV1_Cote_dIvoire_SH330624-C067287_2024-07-10	Cote d'Ivoire	2024.5218579234972	0.011040221171707434	7.997759647581336E-5
hDenV1_Cote_dIvoire_SH307724-C067286_2024-07-01	Cote d'Ivoire	2024.4972677595629	0.010901734071707433	-3.4546171707542164E-5
hDenV1_Cote_dIvoire_SH155424-C067276_2024-06-14	Cote d'Ivoire	2024.450819672131	0.011534216571707433	6.432003995016523E-4
hDenV1_Cote_dIvoire_SH102824-C067249_2024-05-31	Cote d'Ivoire	2024.4125683060108	0.012682990971707437	0.0018292510934387832
hDenV1_Cote_dIvoire_SH374024-C067300_2024-07-12	Cote d'Ivoire	2024.5273224043715	0.013066996471707436	0.0021014277116276226
hDenV1_Cote_dIvoire_SH123124-C067258_2024-06-06	Cote d'Ivoire	2024.4289617486338	0.012917115871707435	0.0020474004388942035
hDenV1_Cote_dIvoire_SH138424-C067267_2024-06-12	Cote d'Ivoire	2024.4453551912568	0.013366233271707434	0.0024805422843498463
hDenV1_Cote_dIvoire_SH140724-C067273_2024-06-12	Cote d'Ivoire	2024.4453551912568	0.010331583571707435	-5.54107415650153E-4
hDenV1_Cote_dIvoire_SH371624-C067298_2024-07-16	Cote d'Ivoire	2024.5382513661202	0.011118035971707433	1.4181684193123427E-4
hDenV1_Cote_dIvoire_SH373424-C067299_2024-07-12	Cote d'Ivoire	2024.5273224043715	0.012336060271707434	0.0013704915116276202
hDenV1_Cote_dIvoire_SH381224-C067301_2024-07-11	Cote d'Ivoire	2024.5245901639344	0.011322239671707434	3.593335040517169E-4
hDenV1_China_GD-GCDC-3443_2019_EPI_ISL_774273_2019-10-17	China	2019.7917808219179	0.005819772871707435	-5.30968814649862E-4
hDenV1_China_GD-GCDC-3454_2019_EPI_ISL_774269_2019-10-18	China	2019.7945205479452	0.005818020271707435	-5.353913018476325E-4
hDenV1_China_GD-CDC-13929_2019_EPI_ISL_13564413_2019-10-18	China	2019.7945205479452	0.006105981271707436	-2.4743030184763183E-4
hDenV1_China_GD-GEPH-GZ8H_2019_EPI_ISL_808632_2019-11-30	China	2019.9123287671232	0.005251799971707436	-0.0012164167513546457
hDenV1_China_GD-GCDC-3147_2019_EPI_ISL_774443_2019-09-11	China	2019.6931506849314	0.005938283371707436	-3.163423755276852E-4
hDenV1_China_GD-GCDC-3353_2019_EPI_ISL_774518_2019-08-15	China	2019.6191780821919	0.005187620771707436	-9.949180211863296E-4
hDenV1_China_GD-GCDC-3107_2019_EPI_ISL_774508_2019-08-19	China	2019.6301369863013	0.005186225071707436	-0.0010069932699774114
hDenV1_China_GD-GCDC-3269_2019_EPI_ISL_774249_2019-10-20	China	2019.8	0.005163156571707436	-0.0011955947762433946
hDenV1_China_GD-GCDC-3322_2019_EPI_ISL_774204_2019-11-09	China	2019.854794520548	0.0051607639717074355	-0.0012513851202001353
hDenV1_China_GD-GCDC-3235_2019_EPI_ISL_774306_2019-10-11	China	2019.7753424657535	0.0051607639717074355	-0.0011739583914630175
hDenV1_China_GD-GCDC-3268_2019_EPI_ISL_774248_2019-10-20	China	2019.8	0.0051607639717074355	-0.0011979873762433951
hDenV1_China_GD-GCDC-3294_2019_EPI_ISL_774232_2019-10-30	China	2019.827397260274	0.0051607639717074355	-0.0012246862482217652
hDenV1_China_GD-GCDC-3418_2019_EPI_ISL_774221_2019-11-02	China	2019.835616438356	0.0051607639717074355	-0.0012326959098150764
hDenV1_China_GD-GCDC-3305_2019_EPI_ISL_774213_2019-11-05	China	2019.8438356164384	0.005156410271707436	-0.001245059271408831
hDenV1_China_GD-GCDC-3304_2019_EPI_ISL_774208_2019-11-07	China	2019.849315068493	0.016533170871707435	0.010126361554195627
hDenV1_China_GD-GCDC-3460_2019_EPI_ISL_774617_2019-05-09	China	2019.3506849315067	0.004875328571707436	-0.0010455612757981703
hDenV1_Tanzania_NHL-501_2019_EPI_ISL_17600248_2019-02-05	Tanzania	2019.0958904109589	0.005448602571707436	-2.2398776639930614E-4
hDenV1_Tanzania_NHL-565_2019_EPI_ISL_17600113_2019-09-04	Tanzania	2019.6739726027397	0.005448602571707436	-7.873339651428479E-4
hDenV1_Tanzania_NHL-557_2019_EPI_ISL_17600323_2019-03-23	Tanzania	2019.2219178082191	0.005448602571707436	-3.4680257749985285E-4
hDenV1_Tanzania_NHL-738_2019_EPI_ISL_17599707_2019-01-07	Tanzania	2019.0164383561644	0.005448602571707436	-1.4656103766218839E-4
hDenV1_Tanzania_NHL-737_2019_EPI_ISL_17599684_2019-01-07	Tanzania	2019.0164383561644	0.006215666271707436	6.205026623378115E-4
hDenV1_Tanzania_NHL-295_2019_EPI_ISL_17600143_2019-06-28	Tanzania	2019.4876712328767	0.006225292471707436	1.7090826430997928E-4
hDenV1_Tanzania_NHL-121_2019_EPI_ISL_17600324_2019-07-04	Tanzania	2019.504109589041	0.005439396971707436	-6.310065588770869E-4
hDenV1_Tanzania_NHL-12_2019_EPI_ISL_17600181_2019-03-19	Tanzania	2019.2109589041097	0.004668534371707436	-0.0011161912287085494
hDenV1_Tanzania_NHL-545_2019_EPI_ISL_17600219_2019-08-05	Tanzania	2019.5917808219178	0.004667888171707436	-0.001487951749207738
hDenV1_Tanzania_NHL-674_2019_EPI_ISL_17600022_2019-03-05	Tanzania	2019.172602739726	0.004666041271707435	-0.0010813059079388763
hDenV1_Tanzania_NHL-120_2019_EPI_ISL_17600174_2019-06-04	Tanzania	2019.4219178082192	0.006206134371707436	2.158274570580234E-4
hDenV1_Tanzania_NHL-189_2019_EPI_ISL_17600275_2019-03-05	Tanzania	2019.172602739726	0.005441456271707436	-3.058909079388756E-4
hDenV1_Tanzania_NHL-35_2019_EPI_ISL_17600382_2019-03-25	Tanzania	2019.227397260274	0.005441456271707436	-3.5928865189561576E-4
hDenV1_Tanzania_NHL-37_2019_EPI_ISL_17600373_2019-03-26	Tanzania	2019.2301369863014	0.005441456271707436	-3.6195853909338615E-4
hDenV1_Tanzania_NHL-109_2019_EPI_ISL_17600176_2019-03-29	Tanzania	2019.2383561643835	0.005441456271707436	-3.6996820068691937E-4
hDenV1_Tanzania_NHL-110_2019_EPI_ISL_17600350_2019-03-29	Tanzania	2019.2383561643835	0.005441456271707436	-3.6996820068691937E-4
hDenV1_Tanzania_NHL-100_2019_EPI_ISL_17600335_2019-07-05	Tanzania	2019.5068493150684	0.006210358271707436	1.3728485392514294E-4
hDenV1_Tanzania_NHL-113_2019_EPI_ISL_17600352_2019-01-04	Tanzania	2019.0082191780823	0.006210358971707436	6.232050239313447E-4
hDenV1_Tanzania_NHL-136_2019_EPI_ISL_17600315_2019-04-17	Tanzania	2019.2904109589042	0.005432123371707436	-4.300289574458889E-4
hDenV1_Tanzania_NHL-520_2019_EPI_ISL_17600226_2019-08-05	Tanzania	2019.5917808219178	0.0046600570717074356	-0.0014957828492077382
hDenV1_Tanzania_NHL-112_2019_EPI_ISL_17600175_2019-01-04	Tanzania	2019.0082191780823	0.0046600570717074356	-9.270968760686556E-4
hDenV1_Tanzania_NHL-466_2019_EPI_ISL_17600134_2019-01-05	Tanzania	2019.0109589041097	0.0046600570717074356	-9.297667632666481E-4
hDenV1_Tanzania_NHL-14_2019_EPI_ISL_17600399_2019-03-15	Tanzania	2019.2	0.0046600570717074356	-0.001113988979917246
hDenV1_Tanzania_NHL-637_2019_EPI_ISL_17600115_2019-05-06	Tanzania	2019.3424657534247	0.0046600570717074356	-0.0012528231142046372
hDenV1_Tanzania_NHL-589_2019_EPI_ISL_17600208_2019-07-06	Tanzania	2019.509589041096	0.0046600570717074356	-0.00141568623327285
hDenV1_Tanzania_NHL-344_2019_EPI_ISL_17600141_2019-04-17	Tanzania	2019.2904109589042	0.0046600570717074356	-0.0012020952574458895
hDenV1_Tanzania_NHL-710_2019_EPI_ISL_17599723_2019-04-14	Tanzania	2019.282191780822	0.0046600570717074356	-0.0011940855958523563
hDenV1_Tanzania_NHL-596_2019_EPI_ISL_17600203_2019-07-06	Tanzania	2019.509589041096	0.0046600570717074356	-0.00141568623327285
hDenV1_Tanzania_NHL-151_2019_EPI_ISL_17600168_2019-04-23	Tanzania	2019.3068493150686	0.0046600570717074356	-0.001218114580632956
hDenV1_Tanzania_NHL-94_2019_EPI_ISL_17600340_2019-07-05	Tanzania	2019.5068493150684	0.0046600570717074356	-0.0014130163460748576
hDenV1_Tanzania_NHL-262_2019_EPI_ISL_17600154_2019-08-06	Tanzania	2019.5945205479452	0.0046600570717074356	-0.0014984527364057306
hDenV1_Tanzania_NHL-739_2019_EPI_ISL_17599706_2019-06-18	Tanzania	2019.4602739726026	0.0046600570717074356	-0.0013676282637116507
hDenV1_Tanzania_NHL-13_2019_EPI_ISL_17600398_2019-03-11	Tanzania	2019.1890410958904	0.0046600570717074356	-0.0011033094311257204
hDenV1_Tanzania_NHL-718_2019_EPI_ISL_17599716_2019-04-13	Tanzania	2019.2794520547945	0.0046600570717074356	-0.0011914157086545859
hDenV1_Tanzania_NHL-592_2019_EPI_ISL_17600205_2019-07-06	Tanzania	2019.509589041096	0.0046600570717074356	-0.00141568623327285
hDenV1_Tanzania_NHL-104_2019_EPI_ISL_17600254_2019-07-05	Tanzania	2019.5068493150684	0.0046600570717074356	-0.0014130163460748576
hDenV1_Tanzania_NHL-223_2019_EPI_ISL_17600272_2019-06-15	Tanzania	2019.4520547945206	0.0046600570717074356	-0.0013596186021181175
hDenV1_Tanzania_NHL-352_2019_EPI_ISL_17600138_2019-04-17	Tanzania	2019.2904109589042	0.0046600570717074356	-0.0012020952574458895
hDenV1_Tanzania_NHL-157_2019_EPI_ISL_17600301_2019-04-25	Tanzania	2019.3123287671233	0.0046600570717074356	-0.0012234543550284967
hDenV1_Tanzania_NHL-579_2019_EPI_ISL_17600188_2019-04-14	Tanzania	2019.282191780822	0.0046600570717074356	-0.0011940855958523563
hDenV1_Tanzania_NHL-195_2019_EPI_ISL_17599686_2019-06-05	Tanzania	2019.4246575342465	0.0046600570717074356	-0.0013329197301397474
hDenV1_Tanzania_NHL-16_2019_EPI_ISL_17600400_2019-03-19	Tanzania	2019.2109589041097	0.0046600570717074356	-0.0011246685287085497
hDenV1_Tanzania_NHL-587_2019_EPI_ISL_17600210_2019-07-06	Tanzania	2019.509589041096	0.0046600570717074356	-0.00141568623327285
hDenV1_Tanzania_NHL-591_2019_EPI_ISL_17600206_2019-07-06	Tanzania	2019.509589041096	0.0046600570717074356	-0.00141568623327285
hDenV1_Tanzania_NHL-102_2019_EPI_ISL_17600215_2019-07-05	Tanzania	2019.5068493150684	0.0046600570717074356	-0.0014130163460748576
hDenV1_Tanzania_NHL-350_2019_EPI_ISL_17600144_2019-04-17	Tanzania	2019.2904109589042	0.0046600570717074356	-0.0012020952574458895
hDenV1_Tanzania_NHL-701_2019_EPI_ISL_17599721_2019-05-24	Tanzania	2019.3917808219178	0.0046600570717074356	-0.0013008810837658365
hDenV1_Tanzania_NHL-43_2019_EPI_ISL_17600366_2019-03-29	Tanzania	2019.2383561643835	0.0046600570717074356	-0.0011513674006869198
hDenV1_Tanzania_NHL-85_2019_EPI_ISL_17600346_2019-07-05	Tanzania	2019.5068493150684	0.0046600570717074356	-0.0014130163460748576
hDenV1_Tanzania_NHL-686_2019_EPI_ISL_17600109_2019-03-06	Tanzania	2019.1753424657534	0.0046600570717074356	-0.0010899599951366464
hDenV1_Tanzania_NHL-190_2019_EPI_ISL_17600276_2019-03-05	Tanzania	2019.172602739726	0.0046600570717074356	-0.001087290107938876
hDenV1_Tanzania_NHL-644_2019_EPI_ISL_17600123_2019-05-06	Tanzania	2019.3424657534247	0.0046600570717074356	-0.0012528231142046372
hDenV1_Tanzania_NHL-40_2019_EPI_ISL_17600395_2019-03-28	Tanzania	2019.2356164383561	0.0046600570717074356	-0.0011486975134891494
hDenV1_Tanzania_NHL-595_2019_EPI_ISL_17600213_2019-07-06	Tanzania	2019.509589041096	0.0046600570717074356	-0.00141568623327285
hDenV1_Tanzania_NHL-73_2019_EPI_ISL_17600393_2019-06-13	Tanzania	2019.4465753424658	0.0046600570717074356	-0.0013542788277225767
hDenV1_Tanzania_NHL-145_2019_EPI_ISL_17600332_2019-04-22	Tanzania	2019.304109589041	0.0046600570717074356	-0.0012154446934349635
hDenV1_Tanzania_NHL-177_2019_EPI_ISL_17600306_2019-04-29	Tanzania	2019.323287671233	0.0046600570717074356	-0.0012341339038198004
hDenV1_Tanzania_NHL-702_2019_EPI_ISL_17600152_2019-05-28	Tanzania	2019.4027397260274	0.0046600570717074356	-0.0013115606325571402
hDenV1_Tanzania_NHL-219_2019_EPI_ISL_17600166_2019-06-15	Tanzania	2019.4520547945206	0.0046600570717074356	-0.0013596186021181175
hDenV1_Tanzania_NHL-720_2019_EPI_ISL_17600191_2019-04-15	Tanzania	2019.2849315068493	0.0046600570717074356	-0.0011967554830501267
hDenV1_Tanzania_NHL-315_2019_EPI_ISL_17600260_2019-04-15	Tanzania	2019.2849315068493	0.0046600570717074356	-0.0011967554830501267
hDenV1_Tanzania_NHL-212_2019_EPI_ISL_17600284_2019-06-13	Tanzania	2019.4465753424658	0.0046600570717074356	-0.0013542788277225767
hDenV1_Tanzania_NHL-724_2019_EPI_ISL_17600187_2019-04-15	Tanzania	2019.2849315068493	0.0046600570717074356	-0.0011967554830501267
hDenV1_Tanzania_NHL-548_2019_EPI_ISL_17600218_2019-08-05	Tanzania	2019.5917808219178	0.0046600570717074356	-0.0014957828492077382
hDenV1_Tanzania_NHL-688_2019_EPI_ISL_17600118_2019-06-17	Tanzania	2019.4575342465753	0.0046600570717074356	-0.0013649583765136582
hDenV1_Tanzania_NHL-590_2019_EPI_ISL_17600207_2019-07-06	Tanzania	2019.509589041096	0.0046600570717074356	-0.00141568623327285
hDenV1_Tanzania_NHL-594_2019_EPI_ISL_17600204_2019-07-06	Tanzania	2019.509589041096	0.0046600570717074356	-0.00141568623327285
hDenV1_Tanzania_NHL-99_2019_EPI_ISL_17600336_2019-07-05	Tanzania	2019.5068493150684	0.0046600570717074356	-0.0014130163460748576
hDenV1_Tanzania_NHL-205_2019_EPI_ISL_17600277_2019-09-05	Tanzania	2019.676712328767	0.0046600570717074356	-0.0015785493523406188
hDenV1_Tanzania_NHL-735_2019_EPI_ISL_17599712_2019-06-28	Tanzania	2019.4876712328767	0.0046600570717074356	-0.0013943271356900207
hDenV1_Tanzania_NHL-275_2019_EPI_ISL_17600256_2019-06-19	Tanzania	2019.4630136986302	0.0046600570717074356	-0.0013702981509096431
hDenV1_Tanzania_NHL-127_2019_EPI_ISL_17600122_2019-12-04	Tanzania	2019.9232876712329	0.0046600570717074356	-0.0018188392001459493
hDenV1_Tanzania_NHL-343_2019_EPI_ISL_17600142_2019-04-17	Tanzania	2019.2904109589042	0.0046600570717074356	-0.0012020952574458895
hDenV1_Tanzania_NHL-135_2019_EPI_ISL_17600193_2019-04-17	Tanzania	2019.2904109589042	0.0046600570717074356	-0.0012020952574458895
hDenV1_Tanzania_NHL-537_2019_EPI_ISL_17600131_2019-08-05	Tanzania	2019.5917808219178	0.0046600570717074356	-0.0014957828492077382
hDenV1_Tanzania_NHL-139_2019_EPI_ISL_17600169_2019-04-20	Tanzania	2019.2986301369863	0.0046600570717074356	-0.0012101049190392007
hDenV1_Tanzania_NHL-160_2019_EPI_ISL_17600298_2019-04-27	Tanzania	2019.317808219178	0.0046600570717074356	-0.0012287941294240375
hDenV1_Tanzania_NHL-525_2019_EPI_ISL_17600238_2019-08-05	Tanzania	2019.5917808219178	0.0046600570717074356	-0.0014957828492077382
hDenV1_Tanzania_NHL-132_2019_EPI_ISL_17600316_2019-04-16	Tanzania	2019.2876712328766	0.0046600570717074356	-0.001199425370247897
hDenV1_Tanzania_NHL-581_2019_EPI_ISL_17600211_2019-04-14	Tanzania	2019.282191780822	0.0046600570717074356	-0.0011940855958523563
